Cost
2969,49.44
3823,52.02
3471,50.61
3743,51.27
3309,48.96
3332,48.27
3122,48.38
3354,50.77
3440,52.06
3738,52.4
Média dos custos: 3430.1
Média dos tempos: 50.41799999999999
Menor custo: 2969
