Cost
2482,0.01
2701,0.01
2735,0.01
2595,0.01
2564,0.02
2491,0.01
2535,0.01
2460,0.01
1912,0.01
2397,0.02
Média dos custos: 2487.2
Média dos tempos: 0.011999999999999999
Menor custo: 1912
